Track,Engine,FinishTime,TopSpeedReached,TimeTo30,TimeTo60,CheckPoint1,CheckPoint2,CheckPoint3,CheckPoint2_66
ComplexTrack,Bayes,28.74,67.17,4.42,15.66,11.28,21.07,25.02,0
ComplexTrack,Gauss,27.52,77.67,4.71,11.88,10.57,19.67,23.43,0
OvalTrack,Gauss,25.65,76.42,3.75,15.1,8.27,12.29,15.61,1
StraightTrack,Nightingale,18.13,69.16,5.43,14.3,8.28,12.3,15.63,0
StraightTrack,Nightingale,18.11,69.2,5.41,14.28,8.27,12.3,15.61,0
OvalTrack,Gauss,27.37,70.97,3.75,8.79,8.79,15.91,24.58,1
ComplexTrack,Bayes,28.9,65.99,5.29,18.41,11.51,20.96,25.04,0
StraightTrack,Gauss,19.12,75.42,4.52,15.65,8.65,13.29,16.71,0
StraightTrack,Gauss,23.01,73.78,4.72,11.36,7.77,11.46,14.43,1
ComplexTrack,Nightingale,28.38,67.41,5.44,15.82,11.47,20.42,24.74,0
OvalTrack,Gauss,29.61,76.72,4.65,11.38,10,15.23,26.29,1
OvalTrack,Bayes,24.23,68.64,4.45,13.83,9.89,15.8,21.91,1
ComplexTrack,Gauss,28.83,76.06,3.75,9.07,7,10.27,12.92,1
StraightTrack,Bayes,17.72,65.47,4.75,13.87,7.93,11.84,15.14,0
StraightTrack,Nightingale,18.3,68.9,5.49,14.74,8.33,12.41,15.78,0
OvalTrack,Bayes,24.19,70.32,4.26,13.64,10.01,16.04,22.16,0
ComplexTrack,Gauss,28.75,69.25,4.81,12.67,10.86,20.32,25.12,0
ComplexTrack,Nightingale,27.81,73.21,5.46,18.39,11.54,20.86,24.55,0
ComplexTrack,Bayes,28.73,66.4,4.66,15.98,11.21,20.58,24.66,0
ComplexTrack,Gauss,29.6,69.29,3.77,28.42,14.54,15.72,22.05,1
ComplexTrack,Bayes,27.49,66.17,4.26,15.91,10.83,20.05,23.8,0
ComplexTrack,Nightingale,26.87,73.45,5.42,15.83,11.37,20.06,23.61,0
OvalTrack,Gauss,26.5,76.67,3.77,8.75,8.28,12.55,15.98,1
StraightTrack,Nightingale,18.13,69.27,5.42,14.3,8.29,12.3,15.63,0
ComplexTrack,Gauss,27.52,73.02,4.71,12.49,10.76,19.68,23.67,0
OvalTrack,Bayes,24.32,65.08,4.32,13.68,9.75,15.55,22.05,1
ComplexTrack,Nightingale,27.37,73.32,5.46,16.05,11.6,20.41,23.97,0
ComplexTrack,Bayes,28.05,66.23,4.26,15.1,9.22,13.77,19.04,1
OvalTrack,Bayes,24.56,70.5,4.27,13.68,9.83,15.92,22.59,1
OvalTrack,Bayes,23.37,69.79,4.24,13.6,9.61,15.42,21.18,1
ComplexTrack,Gauss,27.46,75.19,4.69,17.28,10.79,20.14,23.86,0
OvalTrack,Bayes,23.56,66.1,4.26,13.62,9.51,15.26,21.39,1
StraightTrack,Nightingale,18.21,69,5.42,14.55,8.24,12.33,15.65,0
ComplexTrack,Nightingale,29.5,67.59,5.47,17.51,11.34,21.08,24.87,0
ComplexTrack,Gauss,27.73,72.97,4.65,13.11,10.75,19.11,23.81,0
OvalTrack,Nightingale,24.76,76.4,5.93,15.06,11.43,17.23,22.85,0
ComplexTrack,Bayes,27.15,67.47,4.26,15.26,10.56,19.73,23.63,0
OvalTrack,Bayes,23.1,69.87,4.28,13.6,9.58,15.28,21.05,0
OvalTrack,Nightingale,24.73,76.86,5.48,14.64,10.88,16.81,22.84,0
StraightTrack,Nightingale,18.11,69.06,5.42,14.29,8.27,12.29,15.62,0
ComplexTrack,Gauss,27.74,72.22,4.69,12.42,10.7,19.07,22.57,0
StraightTrack,Bayes,17.48,65.13,4.37,13.97,7.61,11.55,14.9,0
OvalTrack,Bayes,23.34,69.72,4.25,13.59,9.67,15.51,21.3,0
StraightTrack,Gauss,17.28,76.83,5.14,12.24,8.23,11.94,14.99,0
StraightTrack,Nightingale,18.81,66.2,6.44,15.27,8.24,12.33,15.65,1
OvalTrack,Gauss,29.71,70.94,7.22,21.61,12.66,20.46,27.43,0
StraightTrack,Gauss,17.49,78.33,5.52,12.1,8.59,12.26,15.25,0
OvalTrack,Nightingale,25.18,72.39,5.47,16.08,10.57,16.84,23.06,0
OvalTrack,Gauss,25.24,77.12,4.34,9.32,9.35,14.24,22.71,1
StraightTrack,Nightingale,18.12,69.35,5.41,14.36,8.25,12.3,15.6,0
OvalTrack,Nightingale,23.72,75.62,5.41,14.61,10.46,16.28,21.79,0
OvalTrack,Bayes,23.39,69.84,4.25,13.65,9.64,15.44,21.36,0
StraightTrack,Nightingale,18.11,69.34,5.46,14.3,8.28,12.29,15.6,0
OvalTrack,Gauss,24.19,76.16,4.63,11.38,9.73,15.03,21.92,1
StraightTrack,Gauss,18.98,67.59,4.75,16.52,7.84,12.63,16.37,0
ComplexTrack,Nightingale,30.68,66.52,5.46,16.18,12.04,21.7,26.43,0
OvalTrack,Nightingale,24.33,76.36,5.44,14.66,10.79,16.66,22.44,0
OvalTrack,Nightingale,24.6,76.39,5.74,14.91,11.11,17.06,22.73,0
StraightTrack,Bayes,17.88,65.84,5.35,14.5,7.88,11.9,15.26,0
ComplexTrack,Gauss,28.16,74.94,4.66,11.98,11.11,19.48,23.9,0
OvalTrack,Bayes,23.97,70.22,4.27,13.68,9.78,15.72,21.96,1
ComplexTrack,Nightingale,27.2,72.41,5.49,16.03,11.48,20.23,23.69,0
OvalTrack,Gauss,22.94,76.39,3.81,10.37,8.84,14,20.18,1
StraightTrack,Nightingale,18.25,68.32,5.41,14.87,8.31,12.31,15.69,0
ComplexTrack,Nightingale,29.57,68.5,5.45,20.7,11.54,21.87,25.88,0
OvalTrack,Gauss,24.82,77.71,4.64,11.4,9.83,15.13,22.2,1
ComplexTrack,Bayes,28.36,66.46,4.26,16.41,9.12,13.89,19.09,1
ComplexTrack,Nightingale,26.84,74.31,5.46,15.65,11.41,20.06,23.54,0
ComplexTrack,Nightingale,28.35,69.58,5.45,15.78,11.61,20.54,24.86,0
ComplexTrack,Nightingale,28.59,74.77,5.48,16.07,12.21,21.55,25.05,0
ComplexTrack,Gauss,27.54,76.82,4.94,13.62,11.51,20.14,23.92,0
ComplexTrack,Bayes,27.95,68.04,4.26,15.69,10.99,20.18,24.22,0
OvalTrack,Gauss,28.94,65.44,4.67,11.41,10.14,15.91,26.61,1
ComplexTrack,Bayes,27.67,65.74,4.24,15.72,10.72,19.8,23.87,0
StraightTrack,Bayes,17.26,66.13,4.25,13.5,7.46,11.36,14.68,1
ComplexTrack,Gauss,29.26,75.06,4.71,11.99,10.95,19.19,25.36,1
StraightTrack,Bayes,17.32,64.95,4.27,13.54,7.47,11.37,14.69,1
ComplexTrack,Nightingale,27.84,73.7,5.48,16.11,11.66,20.51,24.27,0
OvalTrack,Bayes,23.98,70.29,4.25,13.59,9.88,15.86,21.98,0
OvalTrack,Gauss,25.65,73.09,3.78,8.79,8.64,13.94,22.87,1
ComplexTrack,Bayes,27.6,65.83,4.34,18.22,10.54,19.8,23.72,0
StraightTrack,Bayes,17.39,66.21,4.55,13.68,7.59,11.5,14.83,0
ComplexTrack,Nightingale,28.49,71.79,5.47,16.37,11.95,21.35,25.15,0
ComplexTrack,Gauss,29.68,73.35,4.63,11.94,11.21,21.26,25.18,0
ComplexTrack,Nightingale,29.84,74.46,7.23,19.47,12.61,22.6,26.57,0
ComplexTrack,Gauss,27.35,73.57,4.66,11.96,10.99,19.51,23.61,0
OvalTrack,Bayes,23.59,69.86,4.26,13.61,9.69,15.6,21.58,0
ComplexTrack,Bayes,28.63,67.76,4.26,15.55,10.79,20.38,24.63,0
StraightTrack,Bayes,17.53,65.24,4.56,13.82,7.78,11.65,14.98,0
StraightTrack,Bayes,19.23,65.11,7.2,16.32,8.96,13.17,16.6,0
StraightTrack,Nightingale,18.12,69.16,5.41,14.29,8.26,12.29,15.62,0
StraightTrack,Nightingale,19.99,65.81,5.43,18.08,8.4,13.59,17.28,0
StraightTrack,Bayes,17.25,65.88,4.25,13.37,7.46,11.31,14.61,1
ComplexTrack,Gauss,28.01,69.05,4.64,12.96,10.76,19.19,23.04,0
ComplexTrack,Bayes,26.89,67.35,4.3,15.33,10.49,19.45,23.32,0
OvalTrack,Nightingale,24.09,76.51,5.43,14.54,10.72,16.73,22.24,0
OvalTrack,Nightingale,23.98,74.6,5.49,14.6,10.48,16.3,22.07,0
StraightTrack,Gauss,17.23,77.48,5.02,12.16,8.14,11.93,14.98,0
ComplexTrack,Nightingale,27.32,73,5.4,16.2,11.39,20.42,23.84,0
ComplexTrack,Nightingale,28.33,70.96,5.47,15.94,11.56,20.72,24.9,0
OvalTrack,Gauss,27.39,67.99,4.71,11.66,9.94,17.48,25.24,1
StraightTrack,Gauss,18.49,71.44,6.38,12.96,9.09,12.84,15.87,0
StraightTrack,Nightingale,20.82,68.55,8.5,17.41,10.72,14.91,18.29,0
OvalTrack,Gauss,22.87,71.4,4.64,11.4,9.63,14.83,20.83,1
ComplexTrack,Bayes,28.56,67.12,4.26,20.06,10.76,20.74,24.81,0
ComplexTrack,Bayes,28.16,68.17,4.57,15.73,11.18,20.37,24.31,0
OvalTrack,Bayes,23.22,69.68,4.26,13.6,9.57,15.35,21.19,0
ComplexTrack,Gauss,26.72,76.85,4.65,12.49,10.81,19.42,23.42,0
OvalTrack,Gauss,24.28,76.27,6.38,11.85,10.69,15.66,21.63,1
OvalTrack,Bayes,23.2,68.63,4.26,13.93,9.51,15.36,21.1,0
StraightTrack,Bayes,17.22,66.29,4.25,13.37,7.46,11.32,14.64,1
ComplexTrack,Bayes,27.25,67.82,4.28,15.6,10.52,19.76,23.7,0
StraightTrack,Nightingale,19.97,69.38,7.34,16.14,10.08,14.14,17.48,0
ComplexTrack,Gauss,30.63,69.46,4.65,20.17,11.81,22.05,26.24,0
StraightTrack,Gauss,25.98,73.67,4.66,11.23,7.73,11.4,14.41,1
StraightTrack,Gauss,17.28,74.96,4.73,11.85,7.85,11.73,14.88,0
OvalTrack,Gauss,25.88,74.63,4.66,11.41,9.77,14.91,23.29,1
ComplexTrack,Gauss,27.62,74.6,4.69,12.67,10.56,19.37,24,0
StraightTrack,Gauss,21.38,71.09,4.65,11.25,7.7,11.38,14.33,1
OvalTrack,Bayes,24.47,70.46,4.31,13.66,10.01,16.15,22.42,1
ComplexTrack,Bayes,26.86,67.94,4.28,15.5,10.5,19.53,23.38,0
OvalTrack,Nightingale,24.27,76.02,5.6,14.7,10.77,16.61,22.36,0
ComplexTrack,Nightingale,28.51,70.06,5.48,16.67,10.72,20.67,24.31,0
ComplexTrack,Gauss,27.2,74.17,4.68,12.24,10.62,19.05,23.4,0
OvalTrack,Nightingale,24.83,77.26,5.38,14.49,10.8,17.06,22.96,0
StraightTrack,Bayes,19.01,65.55,6.06,15.2,9.26,13.13,16.45,0
ComplexTrack,Gauss,28.23,74.32,4.69,12,11.25,19.96,24.8,0
ComplexTrack,Nightingale,29.14,70.46,5.44,17.2,11.97,21.6,25.64,0
ComplexTrack,Nightingale,27.04,72.77,5.43,16.2,11.47,20.33,23.88,0
OvalTrack,Bayes,23.16,66.92,4.28,13.6,9.39,15.11,20.96,1
ComplexTrack,Bayes,26.97,66.19,4.24,15.36,10.53,19.47,23.33,0
OvalTrack,Gauss,28.07,68.67,4.62,14.62,10.34,16.47,25.5,1
ComplexTrack,Nightingale,28.22,70.38,5.51,16.68,11.55,20.84,24.66,0
StraightTrack,Bayes,23.41,66.27,10.43,19.54,13.65,17.52,20.83,0
OvalTrack,Nightingale,24.19,69.71,5.48,14.72,10.36,16.24,22.05,0
OvalTrack,Bayes,23.05,69.83,4.25,13.59,9.56,15.28,21.03,0
StraightTrack,Nightingale,18.1,69.4,5.4,14.29,8.26,12.27,15.61,0
StraightTrack,Gauss,18.74,70.3,4.74,16.29,8.27,12.41,16.19,0
OvalTrack,Gauss,24.19,73.87,4.62,13.33,10.11,16.04,22.2,0
StraightTrack,Bayes,17.25,66.23,4.27,13.44,7.47,11.34,14.66,1
ComplexTrack,Bayes,27.82,67.39,4.26,14.74,10.81,19.85,23.76,0
StraightTrack,Gauss,17.26,71.91,4.84,12.01,7.81,11.64,14.76,0
ComplexTrack,Bayes,27.82,66.63,4.26,16.16,10.86,20.16,24.14,0
StraightTrack,Gauss,18.27,78.45,6.35,12.93,9.41,13.09,16.07,0
OvalTrack,Gauss,25.81,74.69,4.68,11.48,9.64,14.92,23.18,1
OvalTrack,Bayes,23.97,70.11,4.25,13.61,9.69,15.65,21.95,1
OvalTrack,Nightingale,28.8,70.53,5.44,14.55,10.69,16.67,24.66,1
StraightTrack,Bayes,17.59,64.94,4.26,14.96,7.46,11.48,14.94,1
OvalTrack,Bayes,23.04,69.84,4.26,13.56,9.49,15.29,21.02,0
StraightTrack,Nightingale,18.12,69.37,5.45,14.32,8.22,12.27,15.61,0
StraightTrack,Nightingale,18.1,69.4,5.41,14.28,8.26,12.3,15.6,0
ComplexTrack,Nightingale,29.37,72.22,5.48,16.17,11.52,20.81,24.49,0
StraightTrack,Nightingale,18.12,69.34,5.45,14.29,8.28,12.3,15.6,0
ComplexTrack,Gauss,26.28,76.45,4.65,12.67,10.86,19.53,23.09,0
OvalTrack,Bayes,24.96,67.36,4.29,13.67,10.13,16.18,22.48,1
OvalTrack,Gauss,24.76,67.9,4.63,12.08,9.81,15.41,22.05,1
StraightTrack,Nightingale,18.13,69.4,5.42,14.3,8.29,12.3,15.63,0
StraightTrack,Gauss,17.91,73.12,4.63,11.26,7.7,11.4,14.36,1
ComplexTrack,Bayes,27.6,67.45,4.25,15.57,10.51,19.49,23.31,0
StraightTrack,Gauss,20.78,75.29,4.86,11.21,8.07,11.57,14.5,1
OvalTrack,Bayes,23.65,69.28,4.27,13.64,9.79,15.79,21.62,0
ComplexTrack,Bayes,27.92,66.86,4.28,16.17,10.75,20.17,24.19,0
StraightTrack,Gauss,18.62,76.72,7.22,13.81,9.39,13.32,16.38,0
StraightTrack,Bayes,17.23,66.3,4.28,13.4,7.48,11.35,14.66,1
StraightTrack,Gauss,23.23,70.5,3.75,20.88,7.92,11.38,14.12,1
OvalTrack,Gauss,26.57,75.93,3.78,16.56,11.04,18.27,24.58,0
ComplexTrack,Nightingale,27.23,73.05,5.47,15.61,11.41,20.14,23.71,0
StraightTrack,Bayes,17.57,65.8,4.52,14.06,7.71,11.64,14.98,0
OvalTrack,Nightingale,25.38,77.66,5.39,14.59,11.32,17.45,23.56,0
ComplexTrack,Gauss,28.95,71.47,5.59,13.38,11.28,20.66,25.2,0
ComplexTrack,Gauss,28.06,70.12,4.66,12.23,10.78,19.49,23.93,0
StraightTrack,Bayes,17.46,66.12,4.5,13.63,7.71,11.58,14.89,0
ComplexTrack,Nightingale,28.41,71.82,5.45,16.12,9.59,19.09,23.51,0
OvalTrack,Nightingale,24.19,76.27,5.41,14.56,10.81,16.81,22.33,0
StraightTrack,Gauss,22.27,77.87,10.38,17.07,13.17,16.92,19.99,0
OvalTrack,Bayes,23.23,69.69,4.27,13.6,9.61,15.37,21.21,0
ComplexTrack,Nightingale,28.2,73.28,5.54,15.89,11.92,21.28,24.95,0
ComplexTrack,Nightingale,28.1,72.78,5.46,15.87,10.18,19.54,23.52,0
OvalTrack,Bayes,24.28,70.21,4.7,14.06,10.4,16.23,22.26,0
StraightTrack,Gauss,17.45,77.1,6.03,12.58,8.2,12.1,15.16,0
ComplexTrack,Nightingale,27.35,74.25,5.47,16.76,11.73,20.54,24.18,0
StraightTrack,Gauss,17.51,67.67,4.79,11.36,7.86,11.51,14.85,1
OvalTrack,Nightingale,24.2,76.32,5.4,14.6,10.8,16.72,22.34,0
StraightTrack,Nightingale,18.12,68.28,5.41,14.29,8.29,13.52,17.94,0
OvalTrack,Gauss,27.15,71.88,4.15,9.19,9.28,16.88,24.8,1
OvalTrack,Bayes,22.76,68.99,4.26,13.55,9.66,15.35,21.15,0
StraightTrack,Nightingale,18.11,69.06,5.41,14.3,8.28,12.3,15.61,0
OvalTrack,Nightingale,25.48,69.81,5.5,14.61,10.71,16.62,23.02,1
StraightTrack,Gauss,19.44,70.15,5.79,16.3,8.36,13.43,16.96,0
StraightTrack,Gauss,19.81,78.44,7.85,14.42,10.94,14.59,17.57,0
StraightTrack,Bayes,17.5,65.82,4.75,13.95,6.98,10.26,12.9,1
StraightTrack,Bayes,18.24,65.87,5.3,14.41,8.49,12.36,15.68,0
ComplexTrack,Gauss,29.95,76.07,4.68,18.14,10.72,21.1,24.43,0
ComplexTrack,Gauss,27.45,73.95,4.76,12.67,10.86,19.72,23.7,0
ComplexTrack,Gauss,27.33,74.83,4.65,13.77,10.83,19.33,23.76,0
StraightTrack,Gauss,24.12,77.73,12.16,18.74,15.25,18.88,21.88,0
ComplexTrack,Nightingale,30.57,68.68,5.53,20.44,11.54,22.27,26.44,0
ComplexTrack,Gauss,26.92,75.86,4.66,15.9,10.8,19.67,23.12,0
ComplexTrack,Bayes,26.94,66.39,4.27,15.45,10.49,19.33,23.28,0
ComplexTrack,Bayes,28.09,67.92,4.26,15.4,10.83,20.33,24.39,0
OvalTrack,Nightingale,23.74,75.01,5.46,14.57,7.14,10.43,13.09,1
OvalTrack,Gauss,23.81,77.92,3.75,8.73,9.03,14.48,21.91,1
ComplexTrack,Nightingale,28.08,76.97,5.47,18.14,11.47,20.96,24.67,0
StraightTrack,Nightingale,18.12,69.3,5.42,14.3,8.27,12.3,15.63,0
OvalTrack,Bayes,25.16,66.56,4.25,13.56,17.65,18.96,22.26,0
ComplexTrack,Gauss,29.38,75.76,3.8,15.8,7.08,10.38,13.05,1
OvalTrack,Bayes,23.61,69.48,4.25,13.61,9.81,15.73,21.58,0
ComplexTrack,Bayes,28.88,64.91,4.25,15.95,11.28,23.27,28.57,0
ComplexTrack,Nightingale,27.6,74.58,5.49,17.51,9.78,18.02,20.18,1
OvalTrack,Nightingale,23.6,75.56,5.41,14.53,10.51,16.28,21.7,0
ComplexTrack,Nightingale,27.27,75.25,5.47,15.82,11.54,20.19,23.97,0
ComplexTrack,Bayes,26.86,67.8,4.29,15.38,10.54,19.55,23.36,0
OvalTrack,Bayes,23.74,68.65,4.31,13.78,9.57,15.53,21.19,1
ComplexTrack,Nightingale,27.44,74.52,5.45,15.8,11.53,20.53,24,0
OvalTrack,Bayes,23.67,64.91,4.26,13.65,9.6,15.24,21.46,1
StraightTrack,Nightingale,18.35,69.17,6.03,15.02,8.36,12.35,15.69,0
ComplexTrack,Bayes,26.72,67.89,4.26,15.63,10.5,19.51,23.25,0
StraightTrack,Gauss,19.27,73.33,7.52,14.1,10,13.82,16.87,0
StraightTrack,Gauss,30.14,74.73,9.3,14.2,6.98,10.26,12.89,1
OvalTrack,Nightingale,29.77,69.16,5.48,14.55,7.46,11.33,14.64,1
OvalTrack,Bayes,24.18,70.27,4.25,13.69,10.07,16.01,22.17,0
ComplexTrack,Bayes,29.13,66.03,4.28,15.48,10.64,19.99,24.19,0
ComplexTrack,Gauss,29.38,68.75,4.71,16.86,11.06,20.16,24.7,0
ComplexTrack,Bayes,28.65,67.63,4.25,15.75,11.12,20.77,24.89,0
ComplexTrack,Bayes,27.07,66.45,4.26,15.3,10.51,19.45,23.3,0
StraightTrack,Bayes,17.91,65.59,5.5,14.6,7.88,11.92,15.31,0
OvalTrack,Nightingale,23.86,75.97,5.4,14.56,10.56,16.38,21.98,0
ComplexTrack,Nightingale,29.09,71.39,5.49,16.57,7.46,11.31,14.65,1
OvalTrack,Bayes,24.87,66.14,4.24,13.69,9.67,15.51,22.36,1
OvalTrack,Nightingale,24.06,76.36,5.41,14.51,10.53,16.43,22.19,0
ComplexTrack,Nightingale,27.25,73.94,5.46,15.86,11.58,20.33,23.86,0
StraightTrack,Bayes,17.25,65.22,4.28,13.41,7.39,11.31,14.59,1
OvalTrack,Nightingale,26.22,70.42,5.42,14.62,10.72,16.86,23.57,1
OvalTrack,Nightingale,25.22,68.87,5.43,14.6,10.48,16.35,22.8,1
ComplexTrack,Nightingale,27.18,74.67,5.46,16.12,7.01,10.3,13,1
ComplexTrack,Bayes,28.48,65.89,4.26,16.11,10.53,20.34,24.43,0
StraightTrack,Gauss,24.5,75.53,4.66,11.21,7.73,11.38,14.36,1
OvalTrack,Gauss,24.14,77.01,4.63,11.36,9.84,15.16,21.88,1
ComplexTrack,Gauss,28.34,74.81,4.66,12.08,10.96,19.86,24.09,0
OvalTrack,Nightingale,27.52,66.26,5.48,16.68,10.3,16.5,24.42,1
OvalTrack,Gauss,30.93,70.9,4.5,13.82,9.37,15.18,28.07,1
StraightTrack,Nightingale,18.12,69.4,5.44,14.3,8.27,12.27,15.62,0
ComplexTrack,Gauss,27.42,69.99,3.8,9.08,9.63,18.17,22.14,0
ComplexTrack,Nightingale,28.45,69.06,5.46,15.88,11.74,20.68,24.77,0
StraightTrack,Gauss,17.29,71.33,4.66,11.7,7.8,11.57,14.76,0
StraightTrack,Bayes,18.02,66.17,5.02,14.38,8.22,12.13,15.49,0
StraightTrack,Bayes,17.24,66.17,4.29,13.44,7.47,11.36,14.65,1
OvalTrack,Bayes,23.79,70.13,4.26,13.64,9.64,15.61,21.78,1
OvalTrack,Nightingale,24.44,76.8,5.4,14.5,10.78,16.77,22.56,0
StraightTrack,Nightingale,18.12,69.34,5.45,14.3,8.27,12.29,15.61,0
ComplexTrack,Gauss,27.65,73.81,3.89,16.35,10.68,16.54,23.03,1
ComplexTrack,Nightingale,30.09,69.56,5.76,17.57,12.3,21.83,26.26,0
ComplexTrack,Nightingale,27,71.62,5.46,16.08,11.4,20.16,23.74,0
ComplexTrack,Nightingale,28.43,71.42,5.49,15.72,11.43,20.47,24.05,0
StraightTrack,Nightingale,18.1,69.27,5.45,14.29,8.24,12.28,15.61,0
OvalTrack,Nightingale,27.91,67.91,5.41,24.02,10.73,18.63,25.72,0
StraightTrack,Bayes,17.24,66.24,4.28,13.42,7.48,11.34,14.68,1
ComplexTrack,Bayes,28.05,67.33,4.25,15.85,10.86,20.27,24.25,0
ComplexTrack,Bayes,28.14,67.1,4.27,15.42,10.76,20.17,24.42,0
ComplexTrack,Bayes,27.79,67.46,4.24,15.04,10.92,20.14,23.88,0
StraightTrack,Nightingale,18.13,67.16,5.45,14.4,8.27,12.29,15.62,0
ComplexTrack,Nightingale,29.23,66.43,5.52,18.95,12.48,22.81,27.43,0
ComplexTrack,Bayes,28.6,67.04,4.26,15.77,11.09,20.47,24.34,0
OvalTrack,Nightingale,25.17,75.35,7.28,16.36,11.98,17.8,23.29,0
OvalTrack,Nightingale,24.93,67.92,5.45,14.66,10.47,16.48,22.77,0
StraightTrack,Bayes,17.42,66.28,4.47,13.62,7.66,11.54,14.85,0
ComplexTrack,Nightingale,28.29,71.78,5.44,16,11.6,20.54,24.14,0
ComplexTrack,Gauss,27.63,72.92,4.7,12.92,10.91,19.19,23.57,0
StraightTrack,Gauss,17.56,72.2,4.65,14.62,7.73,11.55,15.1,1
StraightTrack,Gauss,17.23,77.81,5.52,12.08,8.19,11.98,14.97,0
OvalTrack,Nightingale,24.17,75.97,5.44,14.57,10.56,16.51,22.28,0
OvalTrack,Nightingale,23.77,76.06,5.44,14.47,10.56,16.42,21.89,0
OvalTrack,Nightingale,24.81,76.18,5.45,14.53,7.75,11.59,14.89,1
ComplexTrack,Gauss,28.86,71.07,4.71,17.46,10.83,20.91,24.86,0
OvalTrack,Gauss,23.82,75.38,4.64,11.38,9.91,15.05,21.68,1
StraightTrack,Nightingale,18.12,69.34,5.42,14.3,8.28,12.29,15.61,0
ComplexTrack,Gauss,30.91,78.14,4.65,22.87,10.87,23.77,27.72,0
OvalTrack,Gauss,26.97,69.51,5.45,16.6,10.93,17.78,24.72,1
StraightTrack,Bayes,17.72,66.27,4.78,13.99,7.94,11.84,15.15,0
ComplexTrack,Gauss,27.68,73.79,4.64,12.64,10.73,19.31,23.88,0
OvalTrack,Gauss,24.53,77.69,4.64,11.3,9.75,14.85,21.71,1
OvalTrack,Bayes,22.82,69.64,4.29,13.54,9.46,15.18,20.79,0
ComplexTrack,Nightingale,27.44,73.74,5.46,18.21,11.34,20.44,24.14,0
ComplexTrack,Bayes,27.92,67.09,4.24,15.57,10.78,20.37,24.31,0
ComplexTrack,Nightingale,28.97,69.25,5.54,16.69,11.4,20.66,24.35,0
OvalTrack,Bayes,23.2,69.7,4.25,13.63,9.7,15.45,21.15,0
OvalTrack,Bayes,23.49,69.58,4.25,13.74,9.75,15.83,21.45,0
OvalTrack,Gauss,29.38,77.43,4.7,11.45,9.81,15.13,25.17,1
OvalTrack,Bayes,23.88,70.14,4.26,13.66,9.74,15.73,21.88,1
StraightTrack,Nightingale,18.11,69.13,5.41,14.29,8.27,12.28,15.6,0
OvalTrack,Gauss,23.47,77.44,3.76,8.76,14.62,15.8,21.06,0
OvalTrack,Gauss,22.13,76.7,4.63,11.39,9.72,14.96,20.23,0
OvalTrack,Gauss,25.49,75.67,4.63,11.38,9.77,14.95,23.07,1
StraightTrack,Bayes,17.28,65.14,4.26,13.54,7.4,11.31,14.68,1
StraightTrack,Nightingale,18.42,67.14,5.45,14.93,8.31,12.42,15.8,0
StraightTrack,Nightingale,18.11,69.4,5.41,14.28,8.28,12.29,15.61,0
ComplexTrack,Bayes,26.91,67.17,4.29,15.05,10.4,19.5,23.28,0
StraightTrack,Nightingale,18.11,68.67,5.42,14.39,8.28,12.32,15.54,0
ComplexTrack,Bayes,26.73,65.85,4.28,15.31,10.55,19.32,23.18,0
OvalTrack,Nightingale,26.5,70.35,5.5,14.6,15.8,17.19,20.33,1
OvalTrack,Nightingale,23.83,76.22,5.44,14.53,10.49,16.36,21.98,0
StraightTrack,Nightingale,18.18,66.21,5.41,14.33,8.26,12.3,15.61,0
ComplexTrack,Bayes,29.65,66.59,4.26,15.07,10.87,20.22,23.9,0
ComplexTrack,Gauss,28.56,71,4.72,12.04,10.67,19.57,23.38,0
StraightTrack,Bayes,17.35,66.31,4.38,13.51,7.6,11.46,14.76,0
ComplexTrack,Gauss,26.86,76.38,4.82,15.19,11.04,19.95,23.54,0
ComplexTrack,Gauss,27.86,74.2,4.66,12.64,10.79,19.39,23.86,0
ComplexTrack,Gauss,29.99,74.94,4.65,17.19,12.75,22.2,26.37,0
ComplexTrack,Nightingale,29.15,70.33,5.48,18.02,11.54,21.07,24.81,0
OvalTrack,Bayes,24.57,70.4,4.3,13.64,9.93,16.03,22.57,1
OvalTrack,Nightingale,23.93,76.22,5.41,14.52,10.74,16.58,22.06,0
OvalTrack,Gauss,21.91,77.24,4.65,11.4,9.65,14.87,20.03,0
ComplexTrack,Bayes,27.07,68.64,4.3,15.29,10.65,19.64,23.42,0
ComplexTrack,Nightingale,28.84,72.7,5.49,16.88,12.21,22.17,24.75,0
StraightTrack,Nightingale,18.11,69.37,5.45,14.31,8.25,12.28,15.6,0
OvalTrack,Gauss,23.53,73.31,4.66,11.4,9.65,15.04,21.26,1
ComplexTrack,Bayes,30.75,65.35,4.31,16.29,10.91,20.16,24.66,1
StraightTrack,Bayes,17.74,66.32,4.8,13.9,7.99,11.86,15.17,0
StraightTrack,Nightingale,18.56,68.19,5.44,15.26,8.28,12.55,15.98,0
ComplexTrack,Bayes,27.95,68.07,4.25,15.28,10.69,20.39,24.21,0
StraightTrack,Gauss,18.3,73.23,4.76,14.94,7.81,12.41,15.86,0
ComplexTrack,Bayes,29.65,65.4,4.27,20.5,10.98,21.28,25.51,0
ComplexTrack,Gauss,30.29,70.2,4.74,12.94,10.73,20.86,26.48,0
OvalTrack,Nightingale,24.45,75.42,5.39,14.51,10.81,16.55,22.52,0
ComplexTrack,Bayes,27.57,67.58,4.26,16.61,10.77,20.09,24.11,0
StraightTrack,Gauss,18.1,68.92,4.64,15.91,7.71,12.04,15.44,0
